"taxref10.CD_REF","binome.discoweed","family","taxo","binome.discoweed.noinfra","taxref10.CD_REF.infra","jauzein","za","biovigilance","fse","farmbio","cambecedes","lifeform","biogeo","red.FR","red.UK","module","c","z"
79684,"ABUTILON THEOPHRASTI","Malvaceae","binome","ABUTILON THEOPHRASTI","79684",1,0,1,0,0,0,"therophyte","Eurasian",NA,NA,NA,NA,NA
79734,"ACER CAMPESTRE","Sapindaceae","binome","ACER CAMPESTRE","79734",0,0,0,1,1,0,"phanaerophyte","Eurasian(meridional)",NA,"LC",1,0.35529,3.1648
79783,"ACER PSEUDOPLATANUS","Sapindaceae","binome","ACER PSEUDOPLATANUS","79783",0,0,1,1,1,0,"phanaerophyte","European",NA,NA,99,0.74492,2.0945
79908,"ACHILLEA MILLEFOLIUM","Asteraceae","binome","ACHILLEA MILLEFOLIUM","79908",1,1,1,1,0,0,"hemicryptophyte","Eurasian",NA,"LC",3,0.66284,22.876
80211,"ADONIS AESTIVALIS","Ranunculaceae","binome","ADONIS AESTIVALIS","80211",1,0,1,0,0,1,"therophyte","Eurasian",NA,NA,1,0.59375,-0.17226
80212,"ADONIS ANNUA","Ranunculaceae","binome","ADONIS ANNUA","80212",1,1,0,0,0,1,"therophyte","Eurasian",NA,"EN",5,0,-0.25147
80224,"ADONIS FLAMMEA","Ranunculaceae","binome","ADONIS FLAMMEA","80224",1,0,0,0,0,1,"therophyte","European(meridional)",NA,NA,5,0.59917,-0.15594
80232,"ADONIS MICROCARPA","Ranunculaceae","binome","ADONIS MICROCARPA","80232",1,0,0,0,0,1,"therophyte","Mediterranean",NA,NA,NA,NA,NA
80263,"AEGILOPS BIUNCIALIS","Poaceae","binome","AEGILOPS BIUNCIALIS","80263",1,0,0,0,0,0,"therophyte","subtropical(paleo)",NA,NA,NA,NA,NA
80270,"AEGILOPS CYLINDRICA","Poaceae","binome","AEGILOPS CYLINDRICA","80270",1,0,0,0,0,0,"therophyte","Mediterranean(eastern)",NA,NA,5,0,-0.29241
80278,"AEGILOPS GENICULATA","Poaceae","binome","AEGILOPS GENICULATA","80278",1,0,0,0,0,0,"therophyte","subtropical(paleo)",NA,NA,5,NA,NA
80288,"AEGILOPS NEGLECTA","Poaceae","binome","AEGILOPS NEGLECTA","80288",1,0,0,0,0,0,"therophyte","subtropical(paleo)",NA,NA,5,0,0.10337
80302,"AEGILOPS TRIUNCIALIS","Poaceae","binome","AEGILOPS TRIUNCIALIS","80302",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.2112,0.28079
80304,"AEGILOPS VENTRICOSA","Poaceae","binome","AEGILOPS VENTRICOSA","80304",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,NA,NA,NA
80322,"AEGOPODIUM PODAGRARIA","Apiaceae","binome","AEGOPODIUM PODAGRARIA","80322",1,1,0,0,0,0,"hemicryptophyte","Eurasian(septentrional)",NA,"LC",9,0.64886,1.8929
80358,"AETHUSA CYNAPIUM","Apiaceae","binome","AETHUSA CYNAPIUM","80358",1,1,1,1,1,1,"therophyte","Eurasian(septentrional)",NA,"LC",9,0.53409,0.3782
613836,"AETHUSA CYNAPIUM F. AGRESTIS","Apiaceae","infra","AETHUSA CYNAPIUM","80358",0,0,0,0,0,1,"therophyte",NA,NA,NA,NA,NA,NA
130873,"AETHUSA CYNAPIUM SUBSP. CYNAPIUM","Apiaceae","infra","AETHUSA CYNAPIUM","80358",1,0,0,0,0,0,"therophyte","Eurasian(septentrional)",NA,"LC",NA,NA,NA
80410,"AGRIMONIA EUPATORIA","Rosaceae","binome","AGRIMONIA EUPATORIA","80410",0,1,0,0,0,0,"hemicryptophyte","Eurasian",NA,"LC",1,0.58038,5.6979
80546,"AGROSTEMMA GITHAGO","Caryophyllaceae","binome","AGROSTEMMA GITHAGO","80546",1,0,1,0,0,1,"therophyte","cosmopolitan",NA,"Wait",5,0.19753,-0.21053
80590,"AGROSTIS CANINA","Poaceae","binome","AGROSTIS CANINA","80590",0,1,0,1,0,0,"hemicryptophyte","holarctic",NA,"LC",99,0.41528,19.203
80591,"AGROSTIS CAPILLARIS","Poaceae","binome","AGROSTIS CAPILLARIS","80591",1,1,1,1,1,0,"hemicryptophyte","holarctic",NA,"LC",3,0.70215,14.676
80593,"AGROSTIS CASTELLANA","Poaceae","binome","AGROSTIS CASTELLANA","80593",1,0,0,0,0,0,"hemicryptophyte","Mediterranean",NA,NA,5,NA,NA
80639,"AGROSTIS GIGANTEA","Poaceae","binome","AGROSTIS GIGANTEA","80639",1,0,0,1,0,0,"hemicryptophyte","holarctic",NA,"LC",3,0.67256,0.13485
80759,"AGROSTIS STOLONIFERA","Poaceae","binome","AGROSTIS STOLONIFERA","80759",1,1,1,1,1,0,"hemicryptophyte","holarctic",NA,"LC",3,0.68211,13.032
80798,"AGROSTIS VINEALIS","Poaceae","binome","AGROSTIS VINEALIS","80798",0,0,0,1,0,0,"hemicryptophyte","Eurasian(septentrional)",NA,"LC",1,0.38728,0.24703
80857,"AIRA CARYOPHYLLEA","Poaceae","binome","AIRA CARYOPHYLLEA","80857",1,0,0,0,0,0,"therophyte","European(meridional)",NA,"LC",5,0.30694,14.665
80864,"AIRA CUPANIANA","Poaceae","binome","AIRA CUPANIANA","80864",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,5,0.0076481,6.7634
80902,"AIRA MULTICULMIS","Poaceae","binome","AIRA MULTICULMIS","80902",1,0,0,0,0,0,"therophyte","European(western)",NA,NA,5,0.32227,0.035129
80978,"AJUGA CHAMAEPITYS","Lamiaceae","binome","AJUGA CHAMAEPITYS","80978",1,1,1,0,0,1,"therophyte","European(meridional)",NA,"EN",5,0.50791,3.0512
80990,"AJUGA REPTANS","Lamiaceae","binome","AJUGA REPTANS","80990",1,1,1,0,0,0,"hemicryptophyte","Eurasian",NA,"LC",3,0.46349,10.868
81033,"ALCHEMILLA ALPINA","Rosaceae","binome","ALCHEMILLA ALPINA","81033",0,0,0,1,0,0,"hemicryptophyte","arctic-alpine",NA,"LC",99,0.10046,6.4009
81295,"ALLIARIA PETIOLATA","Brassicaceae","binome","ALLIARIA PETIOLATA","81295",1,1,0,1,1,0,"therophyte","Eurasian",NA,"LC",9,0.52592,4.8514
81313,"ALLIUM AMPELOPRASUM","Amaryllidaceae","binome","ALLIUM AMPELOPRASUM","81313",1,0,0,0,0,0,"geophyte","Mediterranean",NA,"LC",5,0.19753,-0.21053
610829,"ALLIUM CYRILLI","Amaryllidaceae","binome","ALLIUM CYRILLI","610829",0,0,0,0,0,0,"geophyte","European(meridional)",NA,NA,NA,NA,NA
81445,"ALLIUM NEAPOLITANUM","Amaryllidaceae","binome","ALLIUM NEAPOLITANUM","81445",1,0,0,0,0,0,"geophyte","Mediterranean",NA,NA,NA,NA,NA
81449,"ALLIUM NIGRUM","Amaryllidaceae","binome","ALLIUM NIGRUM","81449",1,0,0,0,0,0,"geophyte","Mediterranean","VU",NA,NA,NA,NA
81457,"ALLIUM OLERACEUM","Amaryllidaceae","binome","ALLIUM OLERACEUM","81457",1,1,0,0,0,0,"geophyte","Eurasian(temperate)",NA,NA,1,0.64284,0.89975
81463,"ALLIUM PALLENS","Amaryllidaceae","binome","ALLIUM PALLENS","81463",1,0,0,0,0,1,"geophyte",NA,NA,NA,1,NA,NA
81467,"ALLIUM PANICULATUM","Amaryllidaceae","binome","ALLIUM PANICULATUM","81467",1,0,0,0,0,1,"geophyte","European(meridional)",NA,NA,1,0.47166,-0.13336
161532,"ALLIUM PARADOXUM","Amaryllidaceae","binome","ALLIUM PARADOXUM","161532",0,0,0,1,0,0,"geophyte",NA,NA,NA,NA,NA,NA
81479,"ALLIUM POLYANTHUM","Amaryllidaceae","binome","ALLIUM POLYANTHUM","81479",1,0,0,0,0,0,"geophyte","Mediterranean",NA,NA,5,0.11246,0.11701
81499,"ALLIUM ROSEUM","Amaryllidaceae","binome","ALLIUM ROSEUM","81499",1,0,0,0,0,1,"geophyte","Mediterranean",NA,NA,5,0.48309,0.81304
81501,"ALLIUM ROTUNDUM","Amaryllidaceae","binome","ALLIUM ROTUNDUM","81501",1,0,0,0,0,1,"geophyte","European(meridional)",NA,NA,5,0.44444,-0.26512
81507,"ALLIUM SCABERRIMUM","Amaryllidaceae","binome","ALLIUM SCABERRIMUM","81507",1,0,0,0,0,0,"geophyte","ligure",NA,NA,NA,NA,NA
81510,"ALLIUM SCORODOPRASUM","Amaryllidaceae","binome","ALLIUM SCORODOPRASUM","81510",1,0,0,0,0,0,"geophyte","European(meridional)",NA,"LC",3,0.48484,0.14492
81520,"ALLIUM SPHAEROCEPHALON","Amaryllidaceae","binome","ALLIUM SPHAEROCEPHALON","81520",1,0,0,0,0,0,"geophyte","Eurasian(temperate)",NA,"VU",1,0.35023,7.8981
81525,"ALLIUM SUBHIRSUTUM","Amaryllidaceae","binome","ALLIUM SUBHIRSUTUM","81525",1,0,0,0,0,0,"geophyte","Mediterranean",NA,NA,5,0,0.035129
81537,"ALLIUM TRIFOLIATUM","Amaryllidaceae","binome","ALLIUM TRIFOLIATUM","81537",1,0,0,0,0,0,"geophyte","ligure","RE",NA,NA,NA,NA
81538,"ALLIUM TRIQUETRUM","Amaryllidaceae","binome","ALLIUM TRIQUETRUM","81538",1,0,0,0,0,0,"geophyte","Mediterranean(western)",NA,NA,5,0.23087,0.23984
81544,"ALLIUM VINEALE","Amaryllidaceae","binome","ALLIUM VINEALE","81544",1,0,0,1,0,1,"geophyte","European",NA,"LC",3,0.56167,1.4131
81610,"ALOPECURUS AEQUALIS","Poaceae","binome","ALOPECURUS AEQUALIS","81610",1,0,0,0,0,0,"hemicryptophyte","Eurasian(septentrional)",NA,"LC",99,0.27918,4.8749
81637,"ALOPECURUS GENICULATUS","Poaceae","binome","ALOPECURUS GENICULATUS","81637",1,1,0,1,0,0,"hemicryptophyte","cosmopolitan",NA,"LC",99,0.54602,9.8569
81648,"ALOPECURUS MYOSUROIDES","Poaceae","binome","ALOPECURUS MYOSUROIDES","81648",1,1,1,1,1,1,"therophyte","circumboreal",NA,"LC",9,0.67983,0.21252
81656,"ALOPECURUS PRATENSIS","Poaceae","binome","ALOPECURUS PRATENSIS","81656",0,1,0,1,0,0,"hemicryptophyte","Eurasian",NA,"LC",3,0.085363,10.458
81658,"ALOPECURUS RENDLEI","Poaceae","binome","ALOPECURUS RENDLEI","81658",1,0,1,0,0,0,"hemicryptophyte","Mediterranean-atlantic",NA,NA,3,0.034928,0.61798
81837,"ALTHAEA CANNABINA","Malvaceae","binome","ALTHAEA CANNABINA","81837",1,1,0,0,0,0,"geophyte","European(meridional)",NA,NA,5,0.1504,-0.0058137
81856,"ALTHAEA OFFICINALIS","Malvaceae","binome","ALTHAEA OFFICINALIS","81856",0,1,1,0,0,0,"geophyte","Eurasian(meridional)",NA,NA,99,0.74146,2.0521
81878,"ALYSSUM ALYSSOIDES","Brassicaceae","binome","ALYSSUM ALYSSOIDES","81878",1,0,0,0,0,0,"therophyte","Eurasian",NA,NA,1,0.49395,6.3462
81944,"ALYSSUM SIMPLEX","Brassicaceae","binome","ALYSSUM SIMPLEX","81944",1,0,0,0,0,0,"therophyte","European(meridional)",NA,NA,5,0.42064,0.44456
81955,"AMARANTHUS ALBUS","Amaranthaceae","binome","AMARANTHUS ALBUS","81955",1,0,1,0,0,0,"therophyte","introduced(North America)",NA,NA,5,0.26036,-0.16958
81963,"AMARANTHUS BLITOIDES","Amaranthaceae","binome","AMARANTHUS BLITOIDES","81963",1,0,0,0,0,0,"therophyte","introduced(North America)",NA,NA,9,0,-0.23716
81966,"AMARANTHUS BLITUM","Amaranthaceae","binome","AMARANTHUS BLITUM","81966",1,0,1,0,0,0,"therophyte","cosmopolitan",NA,NA,5,0.5,-0.29241
131285,"AMARANTHUS BLITUM SUBSP. BLITUM","Amaranthaceae","infra","AMARANTHUS BLITUM","81966",1,0,0,0,0,0,"therophyte","cosmopolitan",NA,NA,5,0.5,-0.29241
131286,"AMARANTHUS BLITUM SUBSP. EMARGINATUS","Amaranthaceae","infra","AMARANTHUS BLITUM","81966",1,0,0,0,0,0,"therophyte","cosmopolitan",NA,NA,9,0,-0.23716
81971,"AMARANTHUS CAUDATUS","Amaranthaceae","binome","AMARANTHUS CAUDATUS","81971",1,0,0,0,0,0,"therophyte","subtropical",NA,NA,NA,NA,NA
81978,"AMARANTHUS DEFLEXUS","Amaranthaceae","binome","AMARANTHUS DEFLEXUS","81978",1,0,1,0,0,0,"therophyte","cosmopolitan",NA,NA,5,0.18549,0.035129
81991,"AMARANTHUS GRAECIZANS","Amaranthaceae","binome","AMARANTHUS GRAECIZANS","81991",1,0,0,0,0,0,"therophyte","European(meridional)",NA,NA,5,0,-0.30606
81992,"AMARANTHUS HYBRIDUS","Amaranthaceae","binome","AMARANTHUS HYBRIDUS","81992",1,1,0,0,0,0,"therophyte","cosmopolitan",NA,NA,9,0.66,-0.07149
131296,"AMARANTHUS HYBRIDUS SUBSP. HYBRIDUS","Amaranthaceae","infra","AMARANTHUS HYBRIDUS","81992",1,0,0,0,0,0,"therophyte","cosmopolitan",NA,NA,9,0.66,-0.07149
82018,"AMARANTHUS RETROFLEXUS","Amaranthaceae","binome","AMARANTHUS RETROFLEXUS","82018",1,1,1,1,0,0,"therophyte","cosmopolitan",NA,NA,5,0.49732,0.062424
82033,"AMARANTHUS VIRIDIS","Amaranthaceae","binome","AMARANTHUS VIRIDIS","82033",1,0,0,0,0,0,"therophyte","cosmopolitan",NA,NA,NA,NA,NA
82080,"AMBROSIA ARTEMISIIFOLIA","Asteraceae","binome","AMBROSIA ARTEMISIIFOLIA","82080",1,1,1,0,0,0,"therophyte","introduced(North America)",NA,NA,NA,NA,NA
610847,"AMBROSIA PSILOSTACHYA","Asteraceae","binome","AMBROSIA PSILOSTACHYA","610847",1,0,0,0,0,0,"geophyte","introduced(North America)",NA,NA,NA,NA,NA
82092,"AMBROSIA TENUIFOLIA","Asteraceae","binome","AMBROSIA TENUIFOLIA","82092",1,0,0,0,0,0,"hemicryptophyte","introduced(South America)",NA,NA,NA,NA,NA
82093,"AMBROSIA TRIFIDA","Asteraceae","binome","AMBROSIA TRIFIDA","82093",1,0,0,0,0,0,"therophyte","introduced(North America)",NA,NA,9,0,-0.14249
82130,"AMMI MAJUS","Apiaceae","binome","AMMI MAJUS","82130",1,1,1,0,0,1,"therophyte","Mediterranean",NA,NA,5,0,-0.26512
131312,"AMMI MAJUS SUBSP. MAJUS","Apiaceae","infra","AMMI MAJUS","82130",0,0,0,0,0,1,"therophyte","Mediterranean",NA,NA,5,0,-0.26512
143455,"AMMI MAJUS VAR. GLAUCIFOLIUM","Apiaceae","infra","AMMI MAJUS","82130",0,0,0,0,0,1,"therophyte",NA,NA,NA,NA,NA,NA
82136,"AMMOIDES PUSILLA","Apiaceae","binome","AMMOIDES PUSILLA","82136",1,0,0,0,0,0,"therophyte","Mediterranean","LC",NA,5,0,-0.19688
82288,"ANACAMPTIS PYRAMIDALIS","Orchidaceae","binome","ANACAMPTIS PYRAMIDALIS","82288",0,1,0,0,0,0,"geophyte","European(meridional)",NA,"LC",1,0.36648,3.8996
82305,"ANACYCLUS CLAVATUS","Asteraceae","binome","ANACYCLUS CLAVATUS","82305",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,5,0.21875,-0.22417
82315,"ANACYCLUS RADIATUS","Asteraceae","binome","ANACYCLUS RADIATUS","82315",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,5,0,-0.30606
82318,"ANACYCLUS VALENTINUS","Asteraceae","binome","ANACYCLUS VALENTINUS","82318",1,0,0,0,0,0,"therophyte","Mediterranean(western)","DD",NA,NA,NA,NA
82356,"ANARRHINUM BELLIDIFOLIUM","Plantaginaceae","binome","ANARRHINUM BELLIDIFOLIUM","82356",1,0,0,0,0,0,"hemicryptophyte","European(western)",NA,NA,5,0.24011,1.1952
82380,"ANCHUSA ITALICA","Boraginaceae","binome","ANCHUSA ITALICA","82380",1,0,0,0,0,1,"hemicryptophyte","Mediterranean",NA,NA,5,0.63019,-0.074052
82391,"ANCHUSA OFFICINALIS","Boraginaceae","binome","ANCHUSA OFFICINALIS","82391",1,0,0,0,0,0,"hemicryptophyte","European(meridional)",NA,NA,1,0.32,-0.15497
82408,"ANCHUSA UNDULATA","Boraginaceae","binome","ANCHUSA UNDULATA","82408",1,0,0,0,0,0,"hemicryptophyte","Mediterranean",NA,NA,NA,NA,NA
82498,"ANDROSACE ELONGATA","Primulaceae","binome","ANDROSACE ELONGATA","82498",1,0,0,0,0,0,"therophyte","Eurasian",NA,NA,5,0,-0.27876
82516,"ANDROSACE MAXIMA","Primulaceae","binome","ANDROSACE MAXIMA","82516",1,0,0,0,0,1,"therophyte","Eurasian",NA,NA,1,0.35124,-0.042583
82535,"ANDROSACE SEPTENTRIONALIS","Primulaceae","binome","ANDROSACE SEPTENTRIONALIS","82535",1,0,0,0,0,0,"therophyte","circumboreal","VU",NA,1,0.50178,-0.10742
82562,"ANDRYALA INTEGRIFOLIA","Asteraceae","binome","ANDRYALA INTEGRIFOLIA","82562",1,0,0,0,0,1,"therophyte","Mediterranean(eury)-atlantic(eury)",NA,NA,5,0.15401,5.2348
82607,"ANEMONE CORONARIA","Ranunculaceae","binome","ANEMONE CORONARIA","82607",1,0,0,0,0,1,"geophyte","Mediterranean",NA,NA,3,0,-0.11678
82623,"ANEMONE HORTENSIS","Ranunculaceae","binome","ANEMONE HORTENSIS","82623",1,0,0,0,0,0,"geophyte","Mediterranean",NA,NA,5,0.34568,-0.033109
131398,"ANEMONE HORTENSIS SUBSP. PAVONINA","Ranunculaceae","infra","ANEMONE HORTENSIS","82623",1,0,0,0,0,1,"geophyte","Mediterranean",NA,NA,5,NA,NA
82692,"ANETHUM GRAVEOLENS","Apiaceae","binome","ANETHUM GRAVEOLENS","82692",1,0,0,0,0,0,"therophyte","Eurasian(meridional)",NA,NA,5,0,-0.30606
82738,"ANGELICA SYLVESTRIS","Apiaceae","binome","ANGELICA SYLVESTRIS","82738",0,0,0,1,0,0,"hemicryptophyte","Eurasian",NA,"LC",99,0.61181,13.204
82750,"ANISANTHA DIANDRA","Poaceae","binome","ANISANTHA DIANDRA","82750",1,0,0,1,0,1,"therophyte","European(meridional)",NA,NA,5,0.081729,1.2225
82751,"ANISANTHA FASCICULATA","Poaceae","binome","ANISANTHA FASCICULATA","82751",1,0,0,0,0,0,"therophyte","Mediterranean","EN",NA,NA,NA,NA
82753,"ANISANTHA MADRITENSIS","Poaceae","binome","ANISANTHA MADRITENSIS","82753",1,0,0,0,0,0,"therophyte","Mediterranean-atlantic",NA,NA,5,0.11406,8.483
82756,"ANISANTHA RUBENS","Poaceae","binome","ANISANTHA RUBENS","82756",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,NA,NA
82757,"ANISANTHA STERILIS","Poaceae","binome","ANISANTHA STERILIS","82757",1,1,1,1,1,0,"therophyte","Eurasian(meridional)",NA,NA,5,NA,NA
82758,"ANISANTHA TECTORUM","Poaceae","binome","ANISANTHA TECTORUM","82758",1,0,0,0,0,1,"therophyte","Eurasian(meridional)",NA,NA,5,0.31858,7.1865
82817,"ANTHEMIS ARVENSIS","Asteraceae","binome","ANTHEMIS ARVENSIS","82817",1,1,1,1,0,1,"therophyte","Eurasian",NA,"EN",5,0.21613,5.0984
82833,"ANTHEMIS COTULA","Asteraceae","binome","ANTHEMIS COTULA","82833",1,1,1,1,0,1,"therophyte","Eurasian(meridional)",NA,"VU",5,0.046485,0.79939
82903,"ANTHERICUM LILIAGO","Asparagaceae","binome","ANTHERICUM LILIAGO","82903",0,1,0,0,0,0,"hemicryptophyte","Mediterranean(eury)-atlantic(eury)",NA,NA,1,0.38384,4.9846
82916,"ANTHOXANTHUM ARISTATUM","Poaceae","binome","ANTHOXANTHUM ARISTATUM","82916",1,0,0,0,0,0,"therophyte","Mediterranean(eury)-atlantic(eury)",NA,NA,3,0.052958,3.9831
82922,"ANTHOXANTHUM ODORATUM","Poaceae","binome","ANTHOXANTHUM ODORATUM","82922",1,1,0,1,0,0,"hemicryptophyte","holarctic",NA,"LC",3,0.64355,27.912
82923,"ANTHOXANTHUM OVATUM","Poaceae","binome","ANTHOXANTHUM OVATUM","82923",1,0,0,0,0,0,"therophyte","Mediterranean","LC",NA,5,0.010471,2.2597
82931,"ANTHRISCUS CAUCALIS","Apiaceae","binome","ANTHRISCUS CAUCALIS","82931",1,1,1,1,0,0,"therophyte","Eurasian",NA,"LC",5,0.44545,0.75845
82932,"ANTHRISCUS CEREFOLIUM","Apiaceae","binome","ANTHRISCUS CEREFOLIUM","82932",0,0,1,0,0,0,"therophyte","European(eastern)",NA,NA,1,0,-0.18091
82952,"ANTHRISCUS SYLVESTRIS","Apiaceae","binome","ANTHRISCUS SYLVESTRIS","82952",1,1,0,1,1,0,"hemicryptophyte","Eurasian(septentrional)",NA,"LC",3,0.35235,2.5337
717086,"ANTHYLLIS CIRCINNATA","Fabaceae","binome","ANTHYLLIS CIRCINNATA","717086",1,0,0,0,0,0,"therophyte","Mediterranean","DD",NA,NA,NA,NA
82999,"ANTHYLLIS VULNERARIA","Fabaceae","binome","ANTHYLLIS VULNERARIA","82999",1,0,0,0,0,0,"hemicryptophyte","European",NA,"LC",1,0.57602,13.198
83152,"APERA INTERRUPTA","Poaceae","binome","APERA INTERRUPTA","83152",1,0,0,0,0,1,"therophyte","Mediterranean(eury)",NA,NA,5,0.14543,0.15796
83156,"APERA SPICA-VENTI","Poaceae","binome","APERA SPICA-VENTI","83156",1,1,1,1,0,1,"therophyte","Eurasian",NA,NA,9,0.68381,0.28352
83159,"APHANES ARVENSIS","Rosaceae","binome","APHANES ARVENSIS","83159",1,1,1,1,1,1,"therophyte","European(meridional)",NA,"LC",5,0.32166,2.8329
83160,"APHANES AUSTRALIS","Rosaceae","binome","APHANES AUSTRALIS","83160",1,0,0,0,0,1,"therophyte","European",NA,"LC",5,0.089838,3.5562
83164,"APHANES FLORIBUNDA","Rosaceae","binome","APHANES FLORIBUNDA","83164",1,0,0,0,0,0,"therophyte","Mediterranean","LC",NA,NA,NA,NA
717087,"APHANES MICROCARPA","Rosaceae","binome","APHANES MICROCARPA","717087",1,0,0,0,0,0,"therophyte","holarctic",NA,NA,NA,NA,NA
83167,"APHANES MINUTIFLORA","Rosaceae","binome","APHANES MINUTIFLORA","83167",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,NA,NA,NA
83267,"AQUILEGIA VULGARIS","Ranunculaceae","binome","AQUILEGIA VULGARIS","83267",0,1,0,0,0,0,"hemicryptophyte","Eurasian",NA,"LC",1,0.70812,0.83491
610746,"ARABIDOPSIS ARENOSA","Brassicaceae","binome","ARABIDOPSIS ARENOSA","610746",1,0,0,0,0,0,"hemicryptophyte","European(central)",NA,NA,1,0.27539,-0.072841
83272,"ARABIDOPSIS THALIANA","Brassicaceae","binome","ARABIDOPSIS THALIANA","83272",1,1,1,1,0,0,"therophyte","cosmopolitan",NA,"LC",5,0.49541,7.4594
83499,"ARCTIUM LAPPA","Asteraceae","binome","ARCTIUM LAPPA","83499",0,1,1,1,0,0,"hemicryptophyte","Eurasian",NA,"LC",9,0.40573,2.745
83502,"ARCTIUM MINUS","Asteraceae","binome","ARCTIUM MINUS","83502",0,1,0,1,1,0,"hemicryptophyte","European",NA,"LC",9,0.68602,1.0172
83596,"ARENARIA LEPTOCLADOS","Caryophyllaceae","binome","ARENARIA LEPTOCLADOS","83596",1,0,0,0,0,0,"therophyte","holarctic",NA,NA,5,NA,NA
83653,"ARENARIA SERPYLLIFOLIA","Caryophyllaceae","binome","ARENARIA SERPYLLIFOLIA","83653",1,1,1,1,0,0,"therophyte","holarctic",NA,"LC",1,0.60114,8.2698
83714,"ARGENTINA ANSERINA","Rosaceae","binome","ARGENTINA ANSERINA","83714",1,1,1,1,0,0,"hemicryptophyte","holarctic",NA,NA,99,NA,NA
83755,"ARISARUM VULGARE","Araceae","binome","ARISARUM VULGARE","83755",1,0,0,0,0,0,"geophyte","Mediterranean",NA,NA,5,0,1.4272
83777,"ARISTOLOCHIA CLEMATITIS","Aristolochiaceae","binome","ARISTOLOCHIA CLEMATITIS","83777",1,1,0,0,0,0,"geophyte","Mediterranean(eury)",NA,NA,9,0.69349,0.18885
83789,"ARISTOLOCHIA PALLIDA","Aristolochiaceae","binome","ARISTOLOCHIA PALLIDA","83789",1,0,0,0,0,0,"geophyte","Mediterranean(septentrional)",NA,NA,5,0.4898,-0.27876
83790,"ARISTOLOCHIA PAUCINERVIS","Aristolochiaceae","binome","ARISTOLOCHIA PAUCINERVIS","83790",1,0,0,0,0,0,"geophyte","Mediterranean(septentrional)","LC",NA,5,0.44444,-0.29241
83793,"ARISTOLOCHIA ROTUNDA","Aristolochiaceae","binome","ARISTOLOCHIA ROTUNDA","83793",1,0,0,0,0,0,"geophyte","Mediterranean",NA,NA,5,0.69161,0.062424
83866,"ARMORACIA RUSTICANA","Brassicaceae","binome","ARMORACIA RUSTICANA","83866",1,0,0,0,0,0,"hemicryptophyte","circumboreal",NA,"LC",99,0.5,-0.14944
83890,"ARNOSERIS MINIMA","Asteraceae","binome","ARNOSERIS MINIMA","83890",1,0,0,0,0,1,"therophyte","atlantic(eury)",NA,"EX",5,0.067331,1.2088
83912,"ARRHENATHERUM ELATIUS","Poaceae","binome","ARRHENATHERUM ELATIUS","83912",1,1,0,1,1,0,"hemicryptophyte","European",NA,"LC",3,0.4833,18.316
131692,"ARRHENATHERUM ELATIUS SUBSP. BULBOSUM","Poaceae","infra","ARRHENATHERUM ELATIUS","83912",1,0,1,0,0,1,"hemicryptophyte","European(western)",NA,NA,3,0.11853,1.856
83938,"ARTEMISIA ANNUA","Asteraceae","binome","ARTEMISIA ANNUA","83938",1,0,0,0,0,0,"therophyte","Eurasian(meridional)",NA,NA,5,0,0.048777
83949,"ARTEMISIA BIENNIS","Asteraceae","binome","ARTEMISIA BIENNIS","83949",1,0,0,0,0,0,"therophyte","cosmopolitan",NA,NA,9,0,-0.2135
83953,"ARTEMISIA CAMPESTRIS","Asteraceae","binome","ARTEMISIA CAMPESTRIS","83953",0,1,0,0,0,0,"geophyte","Eurasian",NA,NA,1,0.34936,5.8794
84057,"ARTEMISIA VERLOTIORUM","Asteraceae","binome","ARTEMISIA VERLOTIORUM","84057",1,0,1,0,0,0,"hemicryptophyte","introduced(Eastern Asia)",NA,NA,9,0.61988,0.35453
84061,"ARTEMISIA VULGARIS","Asteraceae","binome","ARTEMISIA VULGARIS","84061",1,1,1,1,1,0,"hemicryptophyte","Eurasian(meridional)",NA,"LC",9,0.6991,7.4312
84110,"ARUM ITALICUM","Araceae","binome","ARUM ITALICUM","84110",1,1,0,0,0,0,"geophyte","Mediterranean-atlantic",NA,"LC",9,0.66723,0.40186
84112,"ARUM MACULATUM","Araceae","binome","ARUM MACULATUM","84112",1,1,0,0,0,0,"geophyte","European",NA,"LC",9,0.5219,1.3722
84173,"ARUNDO DONAX","Poaceae","binome","ARUNDO DONAX","84173",1,0,0,0,0,0,"hemicryptophyte","cosmopolitan(thermo)",NA,NA,5,0.4537,0.021481
84264,"ASPARAGUS ACUTIFOLIUS","Asparagaceae","binome","ASPARAGUS ACUTIFOLIUS","84264",1,0,0,0,0,0,"liana","Mediterranean",NA,NA,5,0.4772,3.1058
84279,"ASPARAGUS OFFICINALIS","Asparagaceae","binome","ASPARAGUS OFFICINALIS","84279",1,1,0,0,0,0,"geophyte","Eurasian",NA,"LC",5,0.66218,1.1406
84290,"ASPERUGO PROCUMBENS","Boraginaceae","binome","ASPERUGO PROCUMBENS","84290",1,0,0,0,0,0,"therophyte","Eurasian(temperate)",NA,NA,9,0.736,0.21252
