"taxref10.CD_REF","binome.discoweed","family","taxo","binome.discoweed.noinfra","taxref10.CD_REF.infra","jauzein","za","biovigilance","fse","farmbio","cambecedes","lifeform","biogeo","red.FR","red.UK","module","c","z"
119596,"RUMEX THYRSOIDES","Polygonaceae","binome","RUMEX THYRSOIDES","119596",1,0,0,0,0,0,"hemicryptophyte","Mediterranean(western)","DD",NA,5,0,-0.29241
119780,"SAGINA APETALA","Caryophyllaceae","binome","SAGINA APETALA","119780",1,0,0,0,0,0,"therophyte","European(meridional)",NA,"LC",5,0.14631,6.2311
119818,"SAGINA PROCUMBENS","Caryophyllaceae","binome","SAGINA PROCUMBENS","119818",1,0,0,0,0,0,"hemicryptophyte","cosmopolitan",NA,"LC",5,0.68982,0.64927
120685,"SALVIA PRATENSIS","Lamiaceae","binome","SALVIA PRATENSIS","120685",0,1,0,0,0,0,"hemicryptophyte","European(meridional)",NA,"NT",3,0.55497,8.1904
120700,"SALVIA VERBENACA","Lamiaceae","binome","SALVIA VERBENACA","120700",1,0,0,0,0,0,"hemicryptophyte","Mediterranean-atlantic",NA,NA,5,0.1825,3.1331
120703,"SALVIA VERTICILLATA","Lamiaceae","binome","SALVIA VERTICILLATA","120703",0,1,0,0,0,0,"hemicryptophyte","European(meridional)",NA,NA,3,0.61111,-0.10672
120704,"SALVIA VIRIDIS","Lamiaceae","binome","SALVIA VIRIDIS","120704",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,99,0,-0.18666
120712,"SAMBUCUS EBULUS","Adoxaceae","binome","SAMBUCUS EBULUS","120712",1,1,1,0,0,0,"hemicryptophyte","Eurasian(meridional)",NA,"LC",9,0.68481,1.0409
120717,"SAMBUCUS NIGRA","Adoxaceae","binome","SAMBUCUS NIGRA","120717",0,0,1,1,0,0,"phanaerophyte","Eurasian(meridional)",NA,"LC",9,0.62202,2.8633
120758,"SANGUISORBA OFFICINALIS","Rosaceae","binome","SANGUISORBA OFFICINALIS","120758",0,1,0,0,0,0,"hemicryptophyte","circumboreal",NA,"LC",99,0.63611,6.3963
120824,"SAPONARIA OFFICINALIS","Caryophyllaceae","binome","SAPONARIA OFFICINALIS","120824",0,1,0,0,0,0,"hemicryptophyte","cosmopolitan",NA,"LC",9,0.68019,3.3367
120901,"SATUREJA HORTENSIS","Lamiaceae","binome","SATUREJA HORTENSIS","120901",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.66667,-0.30606
121201,"SAXIFRAGA TRIDACTYLITES","Saxifragaceae","binome","SAXIFRAGA TRIDACTYLITES","121201",1,1,0,0,0,0,"therophyte","circumboreal",NA,"LC",5,0.52249,7.3639
121316,"SCABIOSA ATROPURPUREA","Caprifoliaceae","binome","SCABIOSA ATROPURPUREA","121316",1,0,0,0,0,0,"hemicryptophyte","Mediterranean",NA,NA,5,0.1014,1.6319
121334,"SCABIOSA COLUMBARIA","Caprifoliaceae","binome","SCABIOSA COLUMBARIA","121334",0,1,0,0,0,0,"hemicryptophyte","European(meridional)",NA,"LC",1,0.46651,14.3
121430,"SCANDIX AUSTRALIS","Apiaceae","binome","SCANDIX AUSTRALIS","121430",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.10952,0.78574
121449,"SCANDIX PECTEN-VENERIS","Apiaceae","binome","SCANDIX PECTEN-VENERIS","121449",1,1,1,0,1,1,"therophyte","European(meridional)",NA,NA,5,0.28655,0.23984
717533,"SCHEDONORUS ARUNDINACEUS","Poaceae","binome","SCHEDONORUS ARUNDINACEUS","717533",1,1,1,1,0,0,"hemicryptophyte","Eurasian(meridional)",NA,NA,3,NA,NA
121471,"SCHEDONORUS GIGANTEUS","Poaceae","binome","SCHEDONORUS GIGANTEUS","121471",0,1,0,1,0,0,"hemicryptophyte","Eurasian",NA,NA,9,NA,NA
121479,"SCHEDONORUS PRATENSIS","Poaceae","binome","SCHEDONORUS PRATENSIS","121479",1,1,1,0,0,0,"hemicryptophyte","Eurasian",NA,NA,3,0.15397,13.129
121507,"SCHISMUS BARBATUS","Poaceae","binome","SCHISMUS BARBATUS","121507",1,0,0,0,0,0,"therophyte","Mediterranean","VU",NA,5,0,-0.29241
121606,"SCILLA BIFOLIA","Asparagaceae","binome","SCILLA BIFOLIA","ambiguous",1,0,0,0,0,0,"geophyte","Mediterranean(eury)",NA,NA,99,0.48863,0.41944
121673,"SCIRPOIDES HOLOSCHOENUS","Cyperaceae","binome","SCIRPOIDES HOLOSCHOENUS","121673",1,0,0,0,0,0,"hemicryptophyte","Eurasian(meridional)",NA,NA,5,0.75138,2.0277
121823,"SCLERANTHUS ANNUUS","Caryophyllaceae","binome","SCLERANTHUS ANNUUS","121823",1,1,1,0,0,1,"therophyte","Eurasian(meridional)",NA,"EN",5,0.39594,3.0785
140785,"SCLERANTHUS ANNUUS SUBSP. DELORTII","Caryophyllaceae","infra","SCLERANTHUS ANNUUS","121823",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,NA,NA,NA
140786,"SCLERANTHUS ANNUUS SUBSP. POLYCARPOS","Caryophyllaceae","infra","SCLERANTHUS ANNUUS","121823",1,0,0,0,0,0,"therophyte","Mediterranean(eury)-atlantic(eury)",NA,"DD",5,NA,NA
121860,"SCLEROCHLOA DURA","Poaceae","binome","SCLEROCHLOA DURA","121860",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,-0.30606
121901,"SCOLYMUS HISPANICUS","Asteraceae","binome","SCOLYMUS HISPANICUS","121901",1,0,0,0,0,0,"hemicryptophyte","Mediterranean(eury)",NA,NA,5,0.027022,0.66292
121902,"SCOLYMUS MACULATUS","Asteraceae","binome","SCOLYMUS MACULATUS","121902",1,0,0,0,0,0,"therophyte","Mediterranean","LC",NA,5,0,-0.30606
121929,"SCORPIURUS SUBVILLOSUS","Fabaceae","binome","SCORPIURUS SUBVILLOSUS","121929",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,NA,NA
121933,"SCORPIURUS VERMICULATUS","Fabaceae","binome","SCORPIURUS VERMICULATUS","121933",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,-0.30606
121988,"SCORZONEROIDES AUTUMNALIS","Asteraceae","binome","SCORZONEROIDES AUTUMNALIS","121988",1,0,0,1,0,0,"hemicryptophyte","Eurasian",NA,"LC",3,0.35558,4.171
121999,"SCROPHULARIA AURICULATA","Scrophulariaceae","binome","SCROPHULARIA AURICULATA","121999",0,0,0,1,0,0,"hemicryptophyte","Mediterranean(eury)-atlantic(eury)",NA,"LC",9,0.71405,3.2656
122028,"SCROPHULARIA NODOSA","Scrophulariaceae","binome","SCROPHULARIA NODOSA","122028",0,1,0,1,0,0,"hemicryptophyte","circumboreal",NA,"LC",9,0.6419,3.8573
122032,"SCROPHULARIA PEREGRINA","Scrophulariaceae","binome","SCROPHULARIA PEREGRINA","122032",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,99,0,-0.13119
122101,"SEDUM ACRE","Crassulaceae","binome","SEDUM ACRE","122101",1,0,0,0,0,0,"chamaephyte","European",NA,"LC",5,0.63902,9.0698
122106,"SEDUM ALBUM","Crassulaceae","binome","SEDUM ALBUM","122106",1,0,0,0,0,0,"chamaephyte","Eurasian",NA,"LC",1,0.54642,9.3634
122162,"SEDUM FORSTERIANUM","Crassulaceae","binome","SEDUM FORSTERIANUM","122162",1,0,0,0,0,0,"chamaephyte","European",NA,"LC",5,0.66751,0.089719
122218,"SEDUM OCHROLEUCUM","Crassulaceae","binome","SEDUM OCHROLEUCUM","122218",1,0,0,0,0,0,"chamaephyte","European(meridional)",NA,NA,1,NA,NA
122243,"SEDUM RUBENS","Crassulaceae","binome","SEDUM RUBENS","122243",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.16308,2.5326
122246,"SEDUM RUPESTRE","Crassulaceae","binome","SEDUM RUPESTRE","122246",1,0,0,0,0,0,"chamaephyte","European",NA,NA,5,0.63014,9.6021
122254,"SEDUM SEDIFORME","Crassulaceae","binome","SEDUM SEDIFORME","122254",1,0,0,0,0,0,"chamaephyte","Mediterranean",NA,NA,1,0.29798,6.5321
122611,"SENECIO GALLICUS","Asteraceae","binome","SENECIO GALLICUS","122611",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,5,0.34893,1.2771
122630,"SENECIO INAEQUIDENS","Asteraceae","binome","SENECIO INAEQUIDENS","122630",1,0,1,0,0,0,"chamaephyte","introduced(South Africa)",NA,NA,5,0.41536,0.11701
122650,"SENECIO LEUCANTHEMIFOLIUS","Asteraceae","binome","SENECIO LEUCANTHEMIFOLIUS","122650",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,5,0,1.4818
122656,"SENECIO LIVIDUS","Asteraceae","binome","SENECIO LIVIDUS","122656",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,1.1952
122723,"SENECIO SQUALIDUS","Asteraceae","binome","SENECIO SQUALIDUS","122723",1,0,0,0,0,0,"therophyte","European(meridional)",NA,NA,3,0,-0.11343
122726,"SENECIO SYLVATICUS","Asteraceae","binome","SENECIO SYLVATICUS","122726",1,0,0,1,0,0,"therophyte","Eurasian",NA,"LC",99,0.6403,0.62969
122740,"SENECIO VERNALIS","Asteraceae","binome","SENECIO VERNALIS","122740",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,1,NA,NA
122744,"SENECIO VISCOSUS","Asteraceae","binome","SENECIO VISCOSUS","122744",1,0,0,1,0,0,"therophyte","European",NA,NA,9,0.73748,1.3486
122745,"SENECIO VULGARIS","Asteraceae","binome","SENECIO VULGARIS","122745",1,1,1,1,1,0,"therophyte","cosmopolitan",NA,NA,5,0.50412,6.2175
122971,"SERRATULA TINCTORIA","Asteraceae","binome","SERRATULA TINCTORIA","122971",0,1,0,0,0,0,"hemicryptophyte","Eurasian",NA,"LC",99,0.70018,4.3763
123058,"SESELI TORTUOSUM","Apiaceae","binome","SESELI TORTUOSUM","123058",1,0,0,0,0,0,"hemicryptophyte","Mediterranean",NA,NA,5,0.44444,0.41726
123102,"SETARIA ADHAERENS","Poaceae","binome","SETARIA ADHAERENS","123102",1,0,0,0,0,0,"therophyte","introduced(Maghreb)",NA,NA,NA,NA,NA
123111,"SETARIA FABERI","Poaceae","binome","SETARIA FABERI","123111",1,0,0,0,0,0,"therophyte","introduced(Asia)",NA,NA,NA,NA,NA
123122,"SETARIA ITALICA","Poaceae","binome","SETARIA ITALICA","123122",1,1,1,0,0,0,"therophyte","cosmopolitan(thermo)",NA,NA,1,0.44444,-0.18091
718292,"SETARIA ITALICA SUBSP. VIRIDIS","Poaceae","infra","SETARIA ITALICA","123122",1,0,1,0,0,0,"","cosmopolitan(thermo)",NA,NA,5,NA,NA
123138,"SETARIA PARVIFLORA","Poaceae","binome","SETARIA PARVIFLORA","123138",1,0,0,0,0,0,"therophyte","introduced(North America)",NA,NA,5,0,-0.30606
123141,"SETARIA PUMILA","Poaceae","binome","SETARIA PUMILA","123141",1,1,1,0,0,0,"therophyte","cosmopolitan(thermo)",NA,NA,9,0.69435,0.14152
123154,"SETARIA VERTICILLATA","Poaceae","binome","SETARIA VERTICILLATA","123154",1,1,1,0,0,0,"therophyte","cosmopolitan(thermo)",NA,NA,5,0.19753,-0.10135
123164,"SHERARDIA ARVENSIS","Rubiaceae","binome","SHERARDIA ARVENSIS","123164",1,1,1,1,1,1,"therophyte","Eurasian(meridional)",NA,"LC",5,0.36496,13.806
123182,"SICYOS ANGULATA","Cucurbitaceae","binome","SICYOS ANGULATA","123182",1,0,1,0,0,0,"therophyte","introduced(North America)",NA,NA,NA,NA,NA
123293,"SIDERITIS MONTANA","Lamiaceae","binome","SIDERITIS MONTANA","123293",1,0,0,0,0,1,"therophyte","Mediterranean","LC",NA,1,0.12444,-0.12904
123325,"SIDERITIS ROMANA","Lamiaceae","binome","SIDERITIS ROMANA","123325",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.059017,5.7671
123407,"SILENE BELLIDIFOLIA","Caryophyllaceae","binome","SILENE BELLIDIFOLIA","123407",1,0,0,0,0,0,"therophyte","Mediterranean","VU",NA,NA,NA,NA
123448,"SILENE CONICA","Caryophyllaceae","binome","SILENE CONICA","123448",1,0,0,0,0,1,"therophyte","Eurasian",NA,NA,5,0.28122,4.3614
123449,"SILENE CONOIDEA","Caryophyllaceae","binome","SILENE CONOIDEA","123449",1,0,0,0,0,1,"therophyte","Eurasian",NA,NA,NA,NA,NA
123458,"SILENE CRETICA","Caryophyllaceae","binome","SILENE CRETICA","123458",1,0,0,0,0,1,"therophyte","Mediterranean",NA,NA,NA,NA,NA
123470,"SILENE DICHOTOMA","Caryophyllaceae","binome","SILENE DICHOTOMA","123470",1,0,0,0,0,0,"therophyte","European(meridional)",NA,NA,5,0,-0.30606
123471,"SILENE DIOICA","Caryophyllaceae","binome","SILENE DIOICA","123471",0,0,1,1,0,0,"hemicryptophyte","atlantic(eury)",NA,"LC",3,0.64398,0.97698
123485,"SILENE GALLICA","Caryophyllaceae","binome","SILENE GALLICA","123485",1,0,0,0,0,1,"therophyte","cosmopolitan",NA,"EN",5,0.0047619,11.09
123507,"SILENE INAPERTA","Caryophyllaceae","binome","SILENE INAPERTA","123507",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,5,0,-0.26512
123522,"SILENE LATIFOLIA","Caryophyllaceae","binome","SILENE LATIFOLIA","123522",1,1,0,1,1,0,"hemicryptophyte","European(temperate)",NA,"LC",9,0.71057,0.18885
141165,"SILENE LATIFOLIA SUBSP. ALBA","Caryophyllaceae","infra","SILENE LATIFOLIA","123522",1,0,1,0,0,0,"hemicryptophyte","European(temperate)",NA,NA,5,0.69686,3.2969
123526,"SILENE LINICOLA","Caryophyllaceae","binome","SILENE LINICOLA","123526",1,0,0,0,0,1,"therophyte","Mediterranean",NA,NA,NA,NA,NA
123555,"SILENE MUSCIPULA","Caryophyllaceae","binome","SILENE MUSCIPULA","123555",1,0,0,0,0,1,"therophyte","Mediterranean","CR",NA,NA,NA,NA
123557,"SILENE MUTABILIS","Caryophyllaceae","binome","SILENE MUTABILIS","123557",1,0,0,0,0,0,"therophyte","Mediterranean","VU",NA,NA,NA,NA
123562,"SILENE NOCTIFLORA","Caryophyllaceae","binome","SILENE NOCTIFLORA","123562",1,0,1,0,0,1,"therophyte","Eurasian",NA,"VU",NA,NA,NA
123563,"SILENE NOCTURNA","Caryophyllaceae","binome","SILENE NOCTURNA","123563",1,0,0,0,0,1,"therophyte","Mediterranean",NA,NA,5,0.29337,1.5637
123597,"SILENE PORTENSIS","Caryophyllaceae","binome","SILENE PORTENSIS","123597",1,0,0,0,0,0,"therophyte","Mediterranean-atlantic",NA,NA,5,0,0.048777
123683,"SILENE VULGARIS","Caryophyllaceae","binome","SILENE VULGARIS","123683",1,1,1,0,1,0,"hemicryptophyte","cosmopolitan",NA,"LC",3,0.72461,5.7211
123705,"SILYBUM MARIANUM","Asteraceae","binome","SILYBUM MARIANUM","123705",1,1,1,1,0,0,"hemicryptophyte","Mediterranean(eury)",NA,"LC",5,0.091711,0.49915
123711,"SINAPIS ALBA","Brassicaceae","binome","SINAPIS ALBA","123711",1,1,1,1,0,1,"therophyte","cosmopolitan",NA,"LC",5,0.4675,0.048777
123713,"SINAPIS ARVENSIS","Brassicaceae","binome","SINAPIS ARVENSIS","123713",1,1,1,1,1,1,"therophyte","European(temperate)",NA,"LC",3,0.48117,0.28919
123773,"SISON AMOMUM","Apiaceae","binome","SISON AMOMUM","123773",1,1,0,1,0,0,"hemicryptophyte","European(meridional)",NA,"LC",5,0.6281,-0.23782
123785,"SISON SEGETUM","Apiaceae","binome","SISON SEGETUM","123785",1,1,1,0,0,1,"therophyte","European(western)",NA,NA,5,0,-0.25147
123789,"SISYMBRELLA ASPERA","Brassicaceae","binome","SISYMBRELLA ASPERA","123789",1,0,0,0,0,0,"hemicryptophyte","Mediterranean(western)",NA,NA,NA,NA,NA
123799,"SISYMBRIUM ALTISSIMUM","Brassicaceae","binome","SISYMBRIUM ALTISSIMUM","123799",1,0,0,0,0,0,"therophyte","European(eastern)",NA,NA,9,0.44444,-0.23716
123804,"SISYMBRIUM AUSTRIACUM","Brassicaceae","binome","SISYMBRIUM AUSTRIACUM","123804",1,0,0,0,0,0,"hemicryptophyte","orophyte(meridional)",NA,NA,99,0.56181,0.26117
123841,"SISYMBRIUM IRIO","Brassicaceae","binome","SISYMBRIUM IRIO","123841",1,0,0,0,0,0,"therophyte","European(temperate)",NA,NA,5,0.39792,0.035129
123849,"SISYMBRIUM LOESELII","Brassicaceae","binome","SISYMBRIUM LOESELII","123849",1,0,0,0,0,0,"therophyte","European(meridional)",NA,NA,NA,NA,NA
123863,"SISYMBRIUM OFFICINALE","Brassicaceae","binome","SISYMBRIUM OFFICINALE","123863",1,1,1,1,1,0,"therophyte","cosmopolitan",NA,"LC",5,0.57064,1.2771
123864,"SISYMBRIUM ORIENTALE","Brassicaceae","binome","SISYMBRIUM ORIENTALE","123864",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0.15278,-0.16958
123872,"SISYMBRIUM POLYCERATIUM","Brassicaceae","binome","SISYMBRIUM POLYCERATIUM","123872",1,0,0,0,0,0,"therophyte","Mediterranean","EN",NA,NA,NA,NA
123888,"SISYMBRIUM RUNCINATUM","Brassicaceae","binome","SISYMBRIUM RUNCINATUM","123888",1,0,0,0,0,0,"therophyte","Mediterranean(western)",NA,NA,NA,NA,NA
123987,"SMILAX ASPERA","Smilacaceae","binome","SMILAX ASPERA","123987",1,0,0,0,0,0,"liana","Mediterranean",NA,NA,1,0.43087,0.83491
124003,"SMYRNIUM OLUSATRUM","Apiaceae","binome","SMYRNIUM OLUSATRUM","124003",1,0,0,0,0,0,"hemicryptophyte","Mediterranean-atlantic",NA,"LC",5,0.27778,0.15796
124025,"SOLANUM CHENOPODIOIDES","Solanaceae","binome","SOLANUM CHENOPODIOIDES","124025",1,0,0,0,0,0,"hemicryptophyte","introduced(South America)",NA,NA,NA,NA,NA
124034,"SOLANUM DULCAMARA","Solanaceae","binome","SOLANUM DULCAMARA","124034",1,1,0,1,0,0,"chamaephyte","Eurasian(meridional)",NA,"LC",9,0.77721,9.1826
124036,"SOLANUM ELAEAGNIFOLIUM","Solanaceae","binome","SOLANUM ELAEAGNIFOLIUM","124036",1,0,0,0,0,0,"hemicryptophyte","introduced(North America)",NA,NA,NA,NA,NA
124070,"SOLANUM LYCOPERSICUM","Solanaceae","binome","SOLANUM LYCOPERSICUM","124070",0,0,1,0,0,0,"therophyte","introduced(South America)",NA,NA,9,0.49704,-0.11883
124080,"SOLANUM NIGRUM","Solanaceae","binome","SOLANUM NIGRUM","124080",1,1,1,1,1,0,"therophyte","cosmopolitan",NA,"LC",5,0.67102,0.34902
141273,"SOLANUM NIGRUM SUBSP. NIGRUM","Solanaceae","infra","SOLANUM NIGRUM","124080",1,0,0,1,0,0,"therophyte","cosmopolitan",NA,NA,5,0.67102,0.34902
141275,"SOLANUM NIGRUM SUBSP. SCHULTESII","Solanaceae","infra","SOLANUM NIGRUM","124080",1,0,0,1,0,0,"therophyte","European(eastern)",NA,NA,NA,NA,NA
124089,"SOLANUM PHYSALIFOLIUM","Solanaceae","binome","SOLANUM PHYSALIFOLIUM","124089",1,0,0,0,0,0,"therophyte","introduced(South America)",NA,NA,NA,NA,NA
124106,"SOLANUM SARACHOIDES","Solanaceae","binome","SOLANUM SARACHOIDES","124106",1,0,0,0,0,0,"therophyte","introduced(South America)",NA,NA,NA,NA,NA
124125,"SOLANUM TUBEROSUM","Solanaceae","binome","SOLANUM TUBEROSUM","124125",0,0,1,1,0,0,"geophyte","introduced(South America)",NA,NA,NA,NA,NA
124132,"SOLANUM VILLOSUM","Solanaceae","binome","SOLANUM VILLOSUM","124132",1,0,0,0,0,0,"therophyte","cosmopolitan",NA,NA,9,0,-0.26083
124164,"SOLIDAGO CANADENSIS","Asteraceae","binome","SOLIDAGO CANADENSIS","124164",1,0,0,0,0,0,"hemicryptophyte","introduced(North America)",NA,NA,9,0.71658,0.28352
124168,"SOLIDAGO GIGANTEA","Asteraceae","binome","SOLIDAGO GIGANTEA","124168",1,0,0,0,0,0,"hemicryptophyte","introduced(North America)",NA,NA,99,0.77078,2.019
124205,"SOLIDAGO VIRGAUREA","Asteraceae","binome","SOLIDAGO VIRGAUREA","124205",0,0,0,0,0,0,"hemicryptophyte","holarctic",NA,NA,99,0.67826,5.1479
124232,"SONCHUS ARVENSIS","Asteraceae","binome","SONCHUS ARVENSIS","124232",1,1,1,1,1,1,"hemicryptophyte","cosmopolitan",NA,"LC",9,0.74717,0.5912
124233,"SONCHUS ASPER","Asteraceae","binome","SONCHUS ASPER","124233",1,1,1,1,1,0,"therophyte","cosmopolitan",NA,"LC",5,0.73071,3.9793
611481,"SONCHUS BULBOSUS","Asteraceae","binome","SONCHUS BULBOSUS","611481",1,0,0,0,0,0,"hemicryptophyte","Mediterranean",NA,NA,5,0.072455,4.6344
124261,"SONCHUS OLERACEUS","Asteraceae","binome","SONCHUS OLERACEUS","124261",1,1,1,1,1,0,"therophyte","cosmopolitan",NA,"LC",5,0.48131,7.7733
124278,"SONCHUS TENERRIMUS","Asteraceae","binome","SONCHUS TENERRIMUS","124278",1,0,0,0,0,0,"hemicryptophyte","Mediterranean",NA,NA,5,0.17649,2.4098
124308,"SORBUS AUCUPARIA","Rosaceae","binome","SORBUS AUCUPARIA","124308",0,0,0,1,0,0,"phanaerophyte","Eurasian",NA,"LC",99,0.64056,2.998
124369,"SORGHUM BICOLOR","Poaceae","binome","SORGHUM BICOLOR","124369",0,0,1,0,0,0,"therophyte","cosmopolitan(thermo)",NA,NA,5,0,-0.30606
124378,"SORGHUM HALEPENSE","Poaceae","binome","SORGHUM HALEPENSE","124378",1,0,1,0,0,0,"therophyte","cosmopolitan(thermo)",NA,NA,5,0.31405,-0.19688
124499,"SPERGULA ARVENSIS","Caryophyllaceae","binome","SPERGULA ARVENSIS","124499",1,1,1,1,1,1,"therophyte","cosmopolitan",NA,"VU",5,0.288,0.89493
717557,"SPERGULA BOCCONII","Caryophyllaceae","binome","SPERGULA BOCCONII","717557",1,0,0,0,0,0,"therophyte","European(meridional)",NA,NA,NA,NA,NA
124504,"SPERGULA DIANDRA","Caryophyllaceae","binome","SPERGULA DIANDRA","124504",1,0,0,0,0,0,"therophyte","Mediterranean(meridional)","VU",NA,NA,NA,NA
717558,"SPERGULA ECHINOSPERMA","Caryophyllaceae","binome","SPERGULA ECHINOSPERMA","717558",1,0,0,0,0,0,"therophyte","European(central)",NA,NA,5,NA,NA
124515,"SPERGULA MEDIA","Caryophyllaceae","binome","SPERGULA MEDIA","124515",0,0,0,1,0,0,"hemicryptophyte","cosmopolitan",NA,NA,99,NA,NA
124517,"SPERGULA MORISONII","Caryophyllaceae","binome","SPERGULA MORISONII","124517",1,0,0,0,0,1,"therophyte","atlantic(eury)",NA,NA,5,0.10774,1.4954
124519,"SPERGULA PENTANDRA","Caryophyllaceae","binome","SPERGULA PENTANDRA","124519",1,0,0,0,0,1,"therophyte","European(meridional)",NA,NA,5,0.024613,1.8503
124528,"SPERGULA RUBRA","Caryophyllaceae","binome","SPERGULA RUBRA","124528",1,0,0,0,0,0,"therophyte","Eurasian",NA,NA,5,NA,NA
124534,"SPERGULA SEGETALIS","Caryophyllaceae","binome","SPERGULA SEGETALIS","124534",1,0,0,0,0,1,"therophyte","European(septentrional)",NA,NA,NA,NA,NA
124719,"SPOROBOLUS INDICUS","Poaceae","binome","SPOROBOLUS INDICUS","124719",1,0,0,0,0,0,"hemicryptophyte","introduced(Australia)",NA,NA,5,0.44444,-0.29241
124741,"STACHYS ANNUA","Lamiaceae","binome","STACHYS ANNUA","124741",1,1,1,0,0,1,"therophyte","Mediterranean(eury)",NA,NA,5,0.69531,-0.25147
124744,"STACHYS ARVENSIS","Lamiaceae","binome","STACHYS ARVENSIS","124744",1,1,1,1,0,1,"therophyte","European(meridional)",NA,"NT",5,0.092461,1.5637
124771,"STACHYS GERMANICA","Lamiaceae","binome","STACHYS GERMANICA","124771",1,0,0,0,0,1,"hemicryptophyte","European(meridional)",NA,NA,1,0.46365,-0.10742
124796,"STACHYS OCYMASTRUM","Lamiaceae","binome","STACHYS OCYMASTRUM","124796",1,0,0,0,0,0,"therophyte","Mediterranean(western)","VU",NA,5,0,-0.30606
124798,"STACHYS PALUSTRIS","Lamiaceae","binome","STACHYS PALUSTRIS","124798",1,0,0,1,0,0,"hemicryptophyte","circumboreal",NA,"LC",99,0.69712,4.5351
124805,"STACHYS RECTA","Lamiaceae","binome","STACHYS RECTA","124805",0,1,0,0,0,0,"hemicryptophyte","European(meridional)",NA,NA,1,0.28055,17.317
124814,"STACHYS SYLVATICA","Lamiaceae","binome","STACHYS SYLVATICA","124814",0,1,0,1,0,0,"hemicryptophyte","Eurasian(septentrional)",NA,"LC",9,0.65708,3.5023
125000,"STELLARIA GRAMINEA","Caryophyllaceae","binome","STELLARIA GRAMINEA","125000",1,0,0,1,0,0,"hemicryptophyte","Eurasian",NA,"LC",3,0.34045,8.4723
125006,"STELLARIA HOLOSTEA","Caryophyllaceae","binome","STELLARIA HOLOSTEA","125006",0,1,0,0,0,0,"hemicryptophyte","European(meridional)",NA,"LC",99,0.74127,1.5828
125014,"STELLARIA MEDIA","Caryophyllaceae","binome","STELLARIA MEDIA","125014",1,1,1,1,1,0,"therophyte","cosmopolitan",NA,"LC",5,0.67386,3.488
125019,"STELLARIA NEGLECTA","Caryophyllaceae","binome","STELLARIA NEGLECTA","125019",1,0,0,0,0,0,"hemicryptophyte","Mediterranean(eury)-atlantic(eury)",NA,"LC",5,0.17234,-0.060404
718784,"STELLARIA NEGLECTA VAR. CUPANIANA","Caryophyllaceae","infra","STELLARIA NEGLECTA","125019",1,0,0,0,0,0,"therophyte","Mediterranean(central)",NA,NA,NA,NA,NA
125023,"STELLARIA PALLIDA","Caryophyllaceae","binome","STELLARIA PALLIDA","125023",1,0,0,0,0,0,"therophyte","Mediterranean(eury)",NA,"LC",3,0.32504,0.33616
717570,"STIPELLA CAPENSIS","Poaceae","binome","STIPELLA CAPENSIS","717570",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,NA,NA
125295,"SUCCISA PRATENSIS","Caprifoliaceae","binome","SUCCISA PRATENSIS","125295",0,1,0,0,0,0,"hemicryptophyte","Eurasian(septentrional)",NA,NA,99,0.61132,20.284
448413,"SYMPHYOTRICHUM SUBULATUM","Asteraceae","binome","SYMPHYOTRICHUM SUBULATUM","448413",0,1,0,0,0,0,"hemicryptophyte","introduced(North America)",NA,NA,NA,NA,NA
613615,"SYMPHYOTRICHUM SUBULATUM VAR. SQUAMATUM","Asteraceae","infra","SYMPHYOTRICHUM SUBULATUM","448413",1,0,0,0,0,0,"hemicryptophyte","introduced(North America)",NA,NA,5,NA,NA
125355,"SYMPHYTUM OFFICINALE","Boraginaceae","binome","SYMPHYTUM OFFICINALE","125355",1,1,1,1,1,0,"hemicryptophyte","European",NA,"LC",9,0.71415,9.2772
125397,"TAENIATHERUM CAPUT-MEDUSAE","Poaceae","binome","TAENIATHERUM CAPUT-MEDUSAE","125397",1,0,0,0,0,0,"therophyte","Mediterranean",NA,NA,5,0,-0.11499
125404,"TAGETES MINUTA","Asteraceae","binome","TAGETES MINUTA","125404",1,0,0,0,0,0,"therophyte","introduced(South America)",NA,NA,NA,NA,NA
125474,"TANACETUM VULGARE","Asteraceae","binome","TANACETUM VULGARE","125474",1,0,0,0,0,0,"hemicryptophyte","Eurasian",NA,"LC",9,0.69883,1.7036
